source_lang,target_lang,source_text,target_text
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
ja,hi,おやすみなさい,शुभ रात्रि
hi,en,आप कैसे हैं,How are you
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
ja,hi,私は学生です,मैं एक छात्र हूँ
en,hi,Good morning,सुप्रभात
en,hi,Thank you,धन्यवाद
ja,hi,お元気ですか,आप कैसे हैं
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
ja,en,おはようございます,Good morning
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
te,ja,నాకు ప్రోగ్రామింగ్ ఇష్టం,私はプログラミングが好きです
pa,hi,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,नमस्ते
en,hi,Welcome,स्वागत है
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
en,pa,Good night,ਸ਼ੁਭ ਰਾਤ
ja,hi,私は学生です,मैं एक छात्र हूँ
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
ja,hi,私はプログラミングが好きです,मुझे प्रोग्रामिंग पसंद है
ja,te,おはようございます,శుభోదయం
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
hi,ja,धन्यवाद,ありがとうございます
pa,te,ਧੰਨਵਾਦ,ధన్యవాదాలు
hi,ja,स्वागत है,ようこそ
te,en,మీరు ఎలా ఉన్నారు,How are you
pa,te,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,నేను విద్యార్థిని
en,ja,Thank you,ありがとうございます
pa,te,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,నాకు సహాయం కావాలి
pa,hi,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,मुझे मदद चाहिए
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
hi,ja,शुभ रात्रि,おやすみなさい
en,ja,I need help,助けが必要です
en,ja,Good morning,おはようございます
hi,pa,मुझे प्रोग्रामिंग पसंद है,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,hi,おはようございます,सुप्रभात
pa,hi,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,यह मेरी किताब है
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
en,pa,Welcome,ਸਵਾਗਤ ਹੈ
hi,te,सुप्रभात,శుభోదయం
ja,pa,おやすみなさい,ਸ਼ੁਭ ਰਾਤ
ja,hi,これは私の本です,यह मेरी किताब है
te,hi,శుభోదయం,सुप्रभात
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
hi,en,मुझे मदद चाहिए,I need help
ja,en,私はプログラミングが好きです,I love programming
hi,te,आप कैसे हैं,మీరు ఎలా ఉన్నారు
ja,te,ようこそ,స్వాగతం
en,pa,Thank you,ਧੰਨਵਾਦ
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
ja,hi,私はプログラミングが好きです,मुझे प्रोग्रामिंग पसंद है
ja,hi,私は学生です,मैं एक छात्र हूँ
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
pa,hi,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,यह मेरी किताब है
hi,te,आप कैसे हैं,మీరు ఎలా ఉన్నారు
en,hi,I love programming,मुझे प्रोग्रामिंग पसंद है
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
en,pa,I need help,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
en,hi,This is my book,यह मेरी किताब है
pa,hi,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,मैं एक छात्र हूँ
te,en,నాకు సహాయం కావాలి,I need help
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
te,hi,స్వాగతం,स्वागत है
pa,te,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,నాకు సహాయం కావాలి
te,ja,శుభ రాత్రి,おやすみなさい
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
ja,te,おはようございます,శుభోదయం
hi,en,शुभ रात्रि,Good night
en,ja,I need help,助けが必要です
te,ja,ధన్యవాదాలు,ありがとうございます
pa,hi,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,नमस्ते
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
en,hi,This is my book,यह मेरी किताब है
hi,pa,धन्यवाद,ਧੰਨਵਾਦ
hi,ja,मैं एक छात्र हूँ,私は学生です
hi,te,यह मेरी किताब है,ఇది నా పుస్తకం
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
en,ja,I am a student,私は学生です
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
ja,pa,おやすみなさい,ਸ਼ੁਭ ਰਾਤ
en,te,How are you,మీరు ఎలా ఉన్నారు
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
te,hi,శుభ రాత్రి,शुभ रात्रि
pa,hi,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,आप कैसे हैं
en,ja,I am a student,私は学生です
en,pa,Good morning,ਸ਼ੁਭ ਸਵੇਰ
ja,hi,おやすみなさい,शुभ रात्रि
hi,ja,यह मेरी किताब है,これは私の本です
hi,pa,स्वागत है,ਸਵਾਗਤ ਹੈ
ja,hi,おやすみなさい,शुभ रात्रि
hi,en,यह मेरी किताब है,This is my book
te,hi,నాకు సహాయం కావాలి,मुझे मदद चाहिए
en,pa,I need help,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
ja,en,おやすみなさい,Good night
hi,te,यह मेरी किताब है,ఇది నా పుస్తకం
ja,te,私は学生です,నేను విద్యార్థిని
en,pa,Hello,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
hi,pa,सुप्रभात,ਸ਼ੁਭ ਸਵੇਰ
hi,ja,मुझे प्रोग्रामिंग पसंद है,私はプログラミングが好きです
en,pa,Welcome,ਸਵਾਗਤ ਹੈ
en,pa,I am a student,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,en,శుభోదయం,Good morning
pa,ja,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,私は学生です
pa,te,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,మీరు ఎలా ఉన్నారు
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
en,ja,I am a student,私は学生です
pa,te,ਸ਼ੁਭ ਸਵੇਰ,శుభోదయం
ja,en,これは私の本です,This is my book
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
te,hi,మీరు ఎలా ఉన్నారు,आप कैसे हैं
hi,ja,स्वागत है,ようこそ
hi,pa,मुझे मदद चाहिए,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
hi,ja,यह मेरी किताब है,これは私の本です
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
pa,en,ਸ਼ੁਭ ਰਾਤ,Good night
ja,pa,ようこそ,ਸਵਾਗਤ ਹੈ
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
ja,pa,ようこそ,ਸਵਾਗਤ ਹੈ
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
te,ja,శుభ రాత్రి,おやすみなさい
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
en,hi,I need help,मुझे मदद चाहिए
hi,en,स्वागत है,Welcome
pa,te,ਸ਼ੁਭ ਸਵੇਰ,శుభోదయం
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
pa,ja,ਸ਼ੁਭ ਸਵੇਰ,おはようございます
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
te,pa,శుభ రాత్రి,ਸ਼ੁਭ ਰਾਤ
te,ja,నాకు ప్రోగ్రామింగ్ ఇష్టం,私はプログラミングが好きです
en,hi,I am a student,मैं एक छात्र हूँ
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,en,こんにちは,Hello
te,ja,స్వాగతం,ようこそ
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
hi,pa,आप कैसे हैं,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
en,ja,This is my book,これは私の本です
pa,hi,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,आप कैसे हैं
ja,en,おはようございます,Good morning
ja,hi,こんにちは,नमस्ते
hi,ja,मुझे मदद चाहिए,助けが必要です
en,te,Good night,శుభ రాత్రి
te,en,నాకు ప్రోగ్రామింగ్ ఇష్టం,I love programming
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
ja,hi,おはようございます,सुप्रभात
te,hi,స్వాగతం,स्वागत है
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
hi,en,मैं एक छात्र हूँ,I am a student
te,hi,శుభ రాత్రి,शुभ रात्रि
ja,hi,ようこそ,स्वागत है
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
en,ja,Hello,こんにちは
hi,ja,मुझे प्रोग्रामिंग पसंद है,私はプログラミングが好きです
en,ja,I need help,助けが必要です
ja,te,助けが必要です,నాకు సహాయం కావాలి
ja,hi,これは私の本です,यह मेरी किताब है
pa,te,ਸ਼ੁਭ ਸਵੇਰ,శుభోదయం
ja,hi,助けが必要です,मुझे मदद चाहिए
ja,en,助けが必要です,I need help
pa,en,ਧੰਨਵਾਦ,Thank you
te,hi,స్వాగతం,स्वागत है
ja,hi,私はプログラミングが好きです,मुझे प्रोग्रामिंग पसंद है
hi,ja,धन्यवाद,ありがとうございます
en,pa,I love programming,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
pa,en,ਧੰਨਵਾਦ,Thank you
hi,en,शुभ रात्रि,Good night
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
te,hi,శుభోదయం,सुप्रभात
te,pa,ఇది నా పుస్తకం,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,pa,ఇది నా పుస్తకం,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,ja,శుభ రాత్రి,おやすみなさい
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
te,hi,స్వాగతం,स्वागत है
en,ja,Hello,こんにちは
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
pa,te,ਧੰਨਵਾਦ,ధన్యవాదాలు
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
ja,hi,おやすみなさい,शुभ रात्रि
hi,te,सुप्रभात,శుభోదయం
te,en,ఇది నా పుస్తకం,This is my book
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
ja,hi,おやすみなさい,शुभ रात्रि
hi,te,यह मेरी किताब है,ఇది నా పుస్తకం
hi,te,शुभ रात्रि,శుభ రాత్రి
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
te,hi,నాకు ప్రోగ్రామింగ్ ఇష్టం,मुझे प्रोग्रामिंग पसंद है
hi,te,सुप्रभात,శుభోదయం
ja,te,私は学生です,నేను విద్యార్థిని
hi,te,मुझे प्रोग्रामिंग पसंद है,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,pa,నాకు సహాయం కావాలి,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
en,ja,I love programming,私はプログラミングが好きです
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
pa,te,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,మీరు ఎలా ఉన్నారు
ja,en,おはようございます,Good morning
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
en,ja,Good morning,おはようございます
pa,ja,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,これは私の本です
pa,hi,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,यह मेरी किताब है
en,te,Hello,నమస్తే
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
en,hi,Hello,नमस्ते
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
ja,en,私はプログラミングが好きです,I love programming
te,ja,నాకు ప్రోగ్రామింగ్ ఇష్టం,私はプログラミングが好きです
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
en,pa,I love programming,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,pa,お元気ですか,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
te,en,నేను విద్యార్థిని,I am a student
ja,te,これは私の本です,ఇది నా పుస్తకం
en,hi,Welcome,स्वागत है
pa,hi,ਸਵਾਗਤ ਹੈ,स्वागत है
en,pa,I am a student,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
hi,pa,धन्यवाद,ਧੰਨਵਾਦ
te,hi,ధన్యవాదాలు,धन्यवाद
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
te,en,నమస్తే,Hello
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
hi,ja,नमस्ते,こんにちは
ja,en,ようこそ,Welcome
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
en,pa,This is my book,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,ja,నమస్తే,こんにちは
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
ja,en,私は学生です,I am a student
pa,ja,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,私は学生です
hi,ja,यह मेरी किताब है,これは私の本です
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
pa,te,ਸ਼ੁਭ ਸਵੇਰ,శుభోదయం
ja,en,おやすみなさい,Good night
pa,en,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,I am a student
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
ja,pa,おやすみなさい,ਸ਼ੁਭ ਰਾਤ
te,en,శుభోదయం,Good morning
